frame,ms
0,57.438719999999996
1,46.192127
2,46.155344
3,44.950235
4,46.89331
5,53.53051000000001
6,49.308566
7,52.976620000000004
8,51.681917
9,54.976856
10,53.720135
11,53.161485
12,57.451182
13,58.334918
14,59.457095
15,61.835371
16,57.809739
17,63.294906
18,67.61610999999999
19,65.41320999999999
20,61.013952
21,68.365073
22,69.729869
23,68.721348
24,62.74658599999999
25,70.089503
26,66.575029
27,71.777434
28,67.501143
29,74.81515
30,69.408326
31,76.50325099999999
32,71.57736000000001
33,81.97663
34,74.229334
35,81.220107
36,83.738834
37,77.183874
38,75.63553300000001
39,82.034853
40,79.15705100000001
41,86.90184099999999
42,92.46009
43,82.403316
44,85.41491099999999
45,98.32899
46,88.777586
47,92.60465599999999
48,86.341805
49,90.778983
50,100.593552
51,91.63293
52,96.448797
53,92.802566
54,97.29880200000001
55,88.363601
56,92.438656
57,99.02509099999999
58,98.43961499999999
59,97.53064
60,103.98374100000001
61,90.008937
62,109.108415
63,98.79163000000001
64,95.963724
65,107.090755
66,97.003006
67,103.673374
68,94.896239
69,107.80053600000001
70,96.805769
71,105.323896
72,99.714663
73,111.745174
74,110.383483
75,111.545116
76,115.248404
77,115.511676
78,117.72833200000001
79,127.51748199999999
80,143.22283
81,149.953405
82,158.913691
83,160.555877
84,169.397196
85,166.590246
86,165.63702999999998
87,165.440767
88,165.009541
89,165.88173
90,173.578562
91,171.924871
92,168.12431899999999
93,165.93317499999998
94,180.960789
95,167.00858699999998
96,172.483058
97,170.185205
98,171.48172
99,181.467884
100,170.634031
101,175.441854
102,184.917261
103,173.75092899999999
104,179.95166500000002
105,177.67135000000002
106,176.545501
107,171.609001
108,176.43667599999998
109,178.77490400000002
110,183.35560900000002
111,178.186026
112,182.68763299999998
113,182.220821
114,180.477094
115,186.053172
116,183.707179
117,186.763232
118,186.35490299999998
119,180.79520499999998
120,182.349035
121,190.792772
122,185.429454
123,190.811568
124,186.872576
125,185.523457
126,188.34604099999999
127,185.540853
128,189.16501699999998
129,190.44728899999998
130,191.683935
131,192.01653900000002
132,190.230949
133,188.016488
134,187.73722700000002
135,187.973171
136,190.265937
137,190.281696
138,189.588597
139,187.93664299999998
140,186.532647
141,187.660586
142,187.424362
143,189.22807
144,193.991212
145,193.421425
146,193.014995
147,194.07664699999998
148,193.015917
149,195.89003599999998
150,192.99907399999998
151,204.817729
152,191.674608
153,190.37217
154,193.12928
155,194.27646000000001
156,192.093034
157,189.557664
158,189.069829
159,208.160517
160,189.31324
161,191.294843
162,192.36229699999998
163,190.177824
164,193.527853
165,194.869954
166,192.318428
167,207.150128
168,192.387136
169,190.79890699999999
170,206.092526
171,188.42919899999998
172,194.20909699999999
173,192.04507900000002
174,190.11016
175,190.713199
176,190.62933600000002
177,200.743182
178,195.745648
179,196.38566
180,197.62966400000002
181,191.921816
182,218.729746
183,189.01697000000001
184,192.906273
185,191.050313
186,196.585807
187,193.914073
188,193.434409
189,200.307606
190,199.827692
191,194.24297900000002
192,196.312277
193,195.997381
194,197.10913599999998
195,201.019261
196,194.44407
197,197.529108
198,197.99325100000001
199,196.334473
200,197.092136
201,193.28114
202,194.82100799999998
203,198.867692
204,190.964723
205,198.622805
206,193.67703
207,191.527704
208,193.899032
209,193.477356
210,197.67531599999998
211,194.346575
212,194.386156
213,192.100471
214,190.44893199999999
215,199.502666
216,192.93195799999998
217,193.32859399999998
218,199.23171200000002
219,190.324454
220,197.470887
221,192.82812299999998
222,195.015241
223,197.793891
224,193.871197
225,197.381913
226,194.045829
227,189.361257
228,192.83781
229,188.50243799999998
230,189.381112
231,191.82577700000002
232,191.361536
233,195.843692
234,193.647193
235,195.395343
236,194.059768
237,196.125982
238,191.16527
239,190.315818
240,188.900961
241,188.939123
242,185.568762
243,194.365326
244,191.480807
245,190.27419
246,193.134884
247,188.836375
248,187.72571399999998
249,187.34271999999999
250,185.211026
251,192.315939
252,188.570395
253,186.87222500000001
254,193.94135200000002
255,186.799631
256,184.62952199999998
257,188.247798
258,185.93287999999998
259,188.676931
260,187.799276
261,185.902202
262,191.91499100000001
263,188.66522899999998
264,191.484351
265,187.074758
266,183.56261199999997
267,191.70493
268,184.480288
269,186.175297
270,188.23685
271,185.604893
272,188.042611
273,184.806065
274,182.89925000000002
275,185.891055
276,184.814056
277,185.781344
278,178.60891
279,178.143711
280,181.20675
281,184.31656099999998
282,183.374739
283,180.899698
284,183.412697
285,175.816503
286,177.627905
287,178.589733
288,180.860942
289,180.796779
290,177.414259
291,180.34375699999998
292,177.697813
293,176.90116
294,177.492222
295,174.660408
296,173.453305
297,175.982588
298,171.81144600000002
299,173.603676
300,184.698407
301,170.337883
302,172.162024
303,171.026789
304,169.281998
305,169.881585
306,171.56743999999998
307,173.394273
308,173.334048
309,174.69396
310,167.048186
311,176.448079
312,170.548807
313,168.14100100000002
314,169.516875
315,173.696147
316,168.041597
317,168.374212
318,166.785308
319,166.400968
320,165.676307
321,162.373082
322,159.61994099999998
323,165.357157
324,162.34895
325,165.859145
326,163.230966
327,163.934131
328,164.766945
329,162.85938099999998
330,160.110996
331,158.357885
332,159.210091
333,157.257004
334,158.414066
335,166.81861800000001
336,155.382404
337,154.33928799999998
338,154.11177800000002
339,154.783133
340,152.756591
341,153.15725799999998
342,154.30460200000002
343,155.40665
344,151.785841
345,153.227421
346,149.880581
347,150.089677
348,154.800626
349,152.775739
350,147.429456
351,150.56255299999998
352,148.35419199999998
353,148.885458
354,148.433722
355,146.880484
356,144.735113
357,145.392269
358,147.296305
359,144.747719
360,142.70180299999998
361,142.241119
362,143.950599
363,142.551546
364,140.23923
365,141.490443
366,140.83510199999998
367,138.371776
368,142.881899
369,141.406834
370,138.35940499999998
371,138.484847
372,139.143099
373,137.456143
374,136.522158
375,134.78979099999998
376,133.627554
377,136.000646
378,133.886274
379,140.991932
380,134.015071
381,136.74053899999998
382,136.46997
383,136.964328
384,137.817239
385,135.26501
386,137.320367
387,132.55814099999998
388,135.18085399999998
389,130.025583
390,130.63455
391,128.877645
392,131.37551
393,129.71027700000002
394,133.782636
395,130.936509
396,128.022484
397,131.112477
398,129.919587
399,130.812987
400,133.060972
401,132.903738
402,128.304665
403,131.116479
404,132.248236
405,127.748172
406,127.28309600000001
407,127.667189
408,130.339349
409,128.17915
410,131.456926
411,127.022206
412,126.420524
413,128.260229
414,126.10596399999999
415,124.45498500000001
416,126.801178
417,127.667833
418,124.855534
419,125.07116500000001
420,132.045261
421,132.11619399999998
422,126.223206
423,125.131927
424,126.23253700000001
425,124.506941
426,135.298314
427,127.724311
428,125.748878
429,127.09030299999999
430,123.719077
431,127.40009099999999
432,128.901242
433,124.445487
434,129.686981
435,122.804564
436,127.10653199999999
437,124.849017
438,123.422909
439,125.53122
440,124.14270400000001
441,128.00179
442,126.846866
443,126.30555199999999
444,123.59988299999999
445,125.25164099999999
446,126.72131999999999
447,125.82592500000001
448,127.20205000000001
449,126.222104
450,124.508122
451,130.58871
452,128.947673
453,125.39699800000001
454,122.846366
455,130.680974
456,121.987806
457,125.31104100000002
458,122.948353
459,131.22098
460,128.03049
461,123.776567
462,123.14102
463,124.59052299999999
464,126.260126
465,124.16648199999999
466,125.529482
467,127.71977100000001
468,126.116132
469,126.83810000000001
470,122.722816
471,126.85086700000001
472,128.075174
473,125.40685700000002
474,126.57835
475,125.489777
476,123.505847
477,126.592104
478,127.20642300000002
479,123.67706700000001
480,127.50239199999999
481,125.883294
482,124.154477
483,126.41196499999998
484,127.01669500000001
485,125.514783
486,128.398449
487,127.56046700000002
488,126.129389
489,124.436187
490,126.21707400000001
491,121.268162
492,120.57124800000001
493,125.61703399999999
494,120.716753
495,120.851419
496,121.54271299999999
497,118.672234
498,122.73008200000001
499,120.509458
500,121.996898
501,122.166575
502,120.577783
503,117.805295
504,117.25463699999999
505,120.436664
506,123.705589
507,126.45636199999998
508,117.152169
509,124.685994
510,122.11821
511,120.52855799999999
512,119.926017
513,126.301579
514,121.006688
515,118.437202
516,118.691812
517,123.923985
518,114.757391
519,118.602249
520,119.743317
521,116.34908300000001
522,116.826469
523,115.715583
524,120.19390800000001
525,115.568271
526,114.80320099999999
527,114.732153
528,116.048731
529,113.190636
530,114.15194
531,118.390816
532,115.919584
533,113.670275
534,111.009918
535,112.175703
536,112.84504
537,116.271648
538,106.644599
539,103.476175
540,107.545867
541,101.605129
542,104.999635
543,103.980165
544,101.923076
545,104.127381
546,102.839662
547,98.819178
548,98.352929
549,96.59532899999999
550,99.474136
551,91.995194
552,90.151382
553,89.406577
554,88.142848
555,89.000797
556,86.399804
557,86.48684800000001
558,86.589477
559,84.75529800000001
560,84.379155
561,85.053948
562,84.469326
563,84.003969
564,81.570791
565,82.819778
566,84.113107
567,82.782458
568,79.712219
569,81.456314
570,78.681938
571,80.175718
572,77.702903
573,80.013209
574,76.503709
575,77.454834
576,75.455663
577,76.117115
578,74.201162
579,74.41403000000001
580,73.592039
581,75.39968800000001
582,72.632747
583,74.693625
584,73.963868
585,75.80943599999999
586,73.555915
587,72.53984700000001
588,72.74875
589,71.428347
590,71.356498
591,71.351286
592,73.495867
593,70.42499000000001
594,71.52604799999999
595,68.659124
596,67.94680100000001
597,68.154776
598,69.38033899999999
599,67.70860900000001
600,68.435495
601,66.518788
602,70.75173099999999
603,64.76163
604,65.060243
605,64.655764
606,66.773042
607,64.616557
608,62.990165
609,62.332314
610,63.508037
611,62.512332
612,63.394142
613,63.902272999999994
614,66.634742
615,62.75964200000001
616,61.733622000000004
617,61.4139
618,60.7131
619,60.3424
620,59.78737
621,63.198190000000004
622,61.881378
623,59.556405
624,58.686285999999996
625,55.699942
626,54.823328999999994
627,56.001002
628,55.311185
629,53.806586
630,51.578327
631,51.167612
632,50.980115
633,51.538222000000005
634,51.789453
635,52.114536
636,49.632985
637,50.570631
638,53.113985
639,51.214296
640,50.73029
641,51.175962999999996
642,52.65451899999999
643,52.012266000000004
644,51.665932999999995
645,51.889207999999996
646,51.947924
647,51.274727999999996
648,49.573017
649,48.922450999999995
650,48.524877000000004
651,49.512387
652,48.892162000000006
653,48.278715
654,48.518184999999995
655,46.975093
656,47.066716
657,48.680195000000005
658,46.906214
659,47.539405
660,47.681835
661,46.174755999999995
662,46.857778
663,46.652907
664,45.468084
665,46.402058000000004
666,46.222978
667,44.289887
668,47.498239999999996
669,47.266687000000005
670,46.230184
671,47.739254
672,47.49338
673,46.607856000000005
674,49.136745000000005
675,48.203154999999995
676,48.144209000000004
677,49.095457
678,51.149842
679,52.667117
680,52.373989
681,53.627038
682,53.892207
683,53.062278
684,53.745777000000004
685,53.228994
686,54.301483999999995
687,54.416738
688,53.685627
689,52.793974
690,56.148201
691,55.748857
692,55.221135
693,55.279541
694,56.260575
695,56.628143
696,58.876594
697,58.676199999999994
698,57.440166
699,55.835661
700,57.283983
701,55.188564
702,56.696733
703,54.127657
704,55.102030000000006
705,54.798669000000004
706,59.796614
707,55.485886
708,54.325621999999996
709,53.651222
710,55.836449
711,53.707363
712,56.892675
713,58.490964999999996
714,59.171709
715,58.634563
716,59.424381999999994
717,59.726727
718,58.97126
719,59.864771999999995
720,58.948988
721,59.745092
722,60.842907000000004
723,60.434605000000005
724,59.682624
725,60.029776
726,61.275556
727,60.435801999999995
728,61.058844
729,60.303083
730,61.517416
731,62.458661
732,62.187787
733,62.758465
734,64.370231
735,62.472440999999996
736,65.802513
737,62.725397
738,66.33813500000001
739,63.426735
740,64.52552899999999
741,65.51732200000001
742,64.710775
743,62.686744000000004
744,63.150308
745,63.379726999999995
746,63.770388
747,66.29786299999999
748,65.20379199999999
749,63.074561
750,65.20776000000001
751,69.727842
752,66.647447
753,65.33444200000001
754,64.793389
755,63.628440999999995
756,64.729825
757,65.40486
758,65.884981
759,64.39719600000001
760,66.196575
761,65.80384000000001
762,68.271812
763,67.055448
764,66.715903
765,65.494229
766,68.438627
767,68.096787
768,68.173571
769,66.398983
770,68.239928
771,67.552319
772,68.72774
773,68.82861
774,70.130337
775,67.236464
776,69.83546799999999
777,69.929307
778,70.316571
779,71.310507
780,73.287226
781,70.966246
782,71.615621
783,69.89565
784,71.499503
785,69.851232
786,70.186514
787,69.318404
788,71.347457
789,71.737913
790,73.477625
791,71.39319900000001
792,71.625779
793,71.185463
794,75.073175
795,72.815453
796,72.694906
797,72.84583
798,72.96016399999999
799,73.09541
800,77.146068
801,69.329133
802,71.848932
803,72.676008
804,73.60293
805,77.338335
806,79.14253000000001
807,79.497915
808,77.764663
809,74.427272
810,77.525626
811,79.26350599999999
812,79.814337
813,76.54048800000001
814,75.797162
815,80.43926499999999
816,79.78984799999999
817,79.06376399999999
818,76.83939600000001
819,83.27113
820,82.896201
821,82.672214
822,88.570129
823,81.750334
824,79.883254
825,83.45792
826,81.67900999999999
827,80.96131
828,79.461554
829,79.999061
830,78.725085
831,80.926196
832,83.01489099999999
833,77.566299
834,79.097367
835,80.89225
836,79.164074
837,80.977513
838,80.50091900000001
839,82.213338
840,80.240228
841,81.01044
842,81.16813400000001
843,81.037627
844,81.44918600000001
845,80.58905800000001
846,80.945341
847,84.354487
848,81.643999
849,86.831278
850,85.84182999999999
851,85.187442
852,83.321192
853,85.395598
854,86.115335
855,87.626247
856,85.719714
857,87.28490599999999
858,85.64488300000001
859,86.994628
860,86.225338
861,87.79786
862,87.513726
863,87.453217
864,86.489571
865,87.485261
866,91.721508
867,87.779681
868,88.166185
869,88.33947
870,87.973703
871,92.045449
872,91.636654
873,90.37065
874,91.281999
875,88.88583999999999
876,91.72587299999999
877,90.183056
878,90.41584499999999
879,89.717578
880,92.68573300000001
881,90.183401
882,91.936758
883,91.090177
884,89.096023
885,91.546008
886,91.903112
887,90.942745
888,94.15966
889,91.095495
890,90.196893
891,90.510805
892,89.860914
893,87.958964
894,90.76250499999999
895,89.244089
896,92.24242000000001
897,89.528053
898,89.84721499999999
899,91.07835
900,93.1486
901,90.516633
902,92.159236
903,91.607882
904,92.237122
905,88.405582
906,89.914793
907,89.500046
908,89.280863
909,91.28533399999999
910,90.468461
911,90.652475
912,88.728789
913,90.412543
914,90.965951
915,88.583566
916,88.530637
917,87.780247
918,87.00509100000001
919,89.521551
920,92.863821
921,88.18395
922,88.429429
923,88.01061
924,86.867813
925,91.411951
926,89.891847
927,87.606225
928,86.737111
929,88.588369
930,86.72566900000001
931,86.773034
932,87.33864
933,86.756821
934,85.93168399999999
935,85.289404
936,85.273977
937,87.294632
938,86.85587699999999
939,85.42979100000001
940,84.276874
941,85.16149100000001
942,86.328597
943,86.232656
944,84.839695
945,83.24856
946,84.321491
947,84.78766999999999
948,83.960628
949,85.333286
950,83.841492
951,82.533195
952,83.251973
953,83.77109800000001
954,82.67476599999999
955,85.801496
956,82.521989
957,81.264826
958,80.894136
959,80.635197
960,80.773738
961,82.866159
962,80.562472
963,80.277636
964,76.875496
965,78.913505
966,78.198869
967,81.925102
968,79.24571399999999
969,78.139904
970,77.543471
971,76.262925
972,75.978196
973,77.049709
974,76.043797
975,76.277051
976,74.998123
977,76.075761
978,74.279074
979,73.963631
980,77.49824199999999
981,76.125845
982,76.030994
983,74.798729
984,81.821787
985,73.654352
986,75.809772
987,76.315858
988,74.69183
989,75.861482
990,74.616375
991,74.52963899999999
992,74.81114799999999
993,75.41603500000001
994,75.437016
995,73.953529
996,74.835815
997,73.879363
998,76.549214
999,76.112966
1000,75.99964
1001,80.044475
1002,75.273171
1003,74.729662
1004,74.78009100000001
1005,75.00282299999999
1006,81.789469
1007,73.876729
1008,74.077211
1009,74.838419
1010,74.57674
1011,76.63148
1012,78.073682
1013,77.84518
1014,76.912386
1015,77.337878
1016,75.884621
1017,76.931511
1018,81.35143000000001
1019,77.335701
1020,77.79520500000001
1021,80.50513600000001
1022,77.974848
1023,80.456587
1024,79.140472
1025,81.700936
1026,80.38537699999999
1027,82.058885
